""	0
General Manager of the Phoenix Cardinals in 1989	3296
General Manager of the Phoenix Cardinals until 1993	3297
General Pervez Musharraf	3298
General Secretary of the Alliance Party	3299
General Zia-ul-Haq	3300
General-Secretary of splinter group	3301
Generation of '98	3302
Genesis	3303
Genoese family	3304
Genoese noblewoman	3305
Geoff Griffin	3306
Geoffrey Merton "Geoff" Griffin	3307
Georg Wilhelm Friedrich Hegel	3308
George Benson	3309
George Bovell III	3310
George Elkington	3311
George Formby	3312
George H. Clapp Laboratory	3313
George Harrison	3314
George Hubbard Clapp	3315
George Hubbard Clapp and Anne Love	3316
George Hubbard Clapp as treasurer	3317
George Hubbard Clapp's grandfather	3318
George I	3319
George John Kurowski	3320
George John Kurowski's father	3321
George Lincoln Rockwell	3322
George Milne	3323
George Milne's best bowling figures	3324
George Richard Lytcott Bovell	3325
George Roll	3326
George Taylor Milne	3327
George Von Elm	3328
George Von Elm at 292 after regulation play	3329
George Von Elm with score 148 to 149	3330
George Washington University	3331
Georges Auric	3332
Georgetown University in the United States	3333
Georgia	3334
Georgia Bulldogs	3335
Georgia Tech	3336
Georgia Tech Yellow Jackets	3337
Georgia representative	3338
Georgian	3339
Georgian Technical University	3340
Georgian luger	3341
Georgian national champion in 2008	3342
Georgian national champion in 2009	3343
Gerhard Richter	3344
German	3345
German Bundesliga	3346
German Cross in Gold	3347
German Romanticism	3348
German landscape painter	3349
German occupiers	3350
German-American	3351
German-occupied Warsaw	3352
Germany	3353
Germany for university education	3354
Germany manufacturing jets	3355
Gestapo	3356
Gia	3357
Gia Marie Carangi	3358
Gia Marie Carangi's life	3359
Giants	3360
Giants corner outfielder and first baseman	3361
Giants draft position	3362
Gifts to Huaorani	3363
Gil Goldstein	3364
Gilbertine Order	3365
Gilligan’s Island	3366
Gimme Love	3367
Gina Bachauer Memorial Piano Scholarship Competition	3368
Gina Tolleson	3369
Ginger Grant	3370
Gino Cervi	3371
Gino Vannelli	3372
Girl Meets World	3373
Girlfriends	3374
Girly Magazine Party	3375
Giuseppe Henry "Pino" Palladino	3376
Giuseppe Henry "Pino" Palladino's playing	3377
Givenchy	3378
Givenchy brand	3379
Glasgow	3380
Glebe	3381
Glenn Shively	3382
Glenoe	3383
Gli Anni Perduti	3384
Global Education Fund	3385
Glorious Revolution of November 1688	3386
Godzilla	3387
Goh Chok Tong	3388
Gohan Records	3389
Golden Globe nomination	3390
Golden Globe nomination for "Thirteen"	3391
Golden Globe-nominated role as Tracy Freeland	3392
Golf Channel to get better	3393
Golf Course Superintendents Association of America	3394
Gone to the Dogs	3395
Gonzalo Rubalcaba	3396
Good Samaritan Hospital	3397
Goodman Theater	3398
Gordon Brown	3399
Gordon David Strachan	3400
Gordon David Strachan OBE	3401
Gordon Hogg	3402
Gordon Hogg and Laverne	3403
Gordon Lightfoot	3404
Gordon Rorke	3405
Government	3406
Government Caucus	3407
Government Caucus Committee on Economy and Government Operations	3408
Government of Canada	3409
Government of India	3410
Government of Kerala	3411
Governor Murphy	3412
Governor Murphy of Alabama	3413
Governor of Alabama	3414
Governor of Gibraltar	3415
Governor of Greenwich Hospital	3416
Governor of Maine	3417
Governorate of Livonia	3418
Gracepoint	3419
Gracie Fields	3420
Graduate Assistant	3421
Grammy Award nominee	3422
Grand Bell Awards	3423
Grand Master of County Antrim Grand Orange Lodge	3424
Grand Prix motorcycle road racing world champion	3425
Grand Rapids Chicks	3426
Grand Trunk Pacific Railway	3427
Grand Trunk Railway	3428
Grand Trunk Railway after one year	3429
Grand Trunk Railway network of hotels	3430
Grand Trunk Railway transcontinental line	3431
Grant MacEwan College	3432
Gray Matters	3433
Great Lakers	3434
Greeks and Persians	3435
Green Acres	3436
Green Bay Packers	3437
Green Bay Packers Hall of Fame	3438
Green Bay Packers teams	3439
Green Day	3440
Green-Wood Cemetery	3441
Greg Sorbara	3442
Grey's Anatomy	3443
Greytown	3444
Grillini Racing Team	3445
Grizzly Bear	3446
Groezrock	3447
Gross Indecency: The Three Trials of Oscar Wilde	3448
Group Study Exchange of Haiti	3449
Guggenheim Fellowship	3450
Guillermo del Toro	3451
Guingamp	3452
Guitar Institute	3453
Gunilla Hutton	3454
Gurin	3455
Guys and Dolls	3456
Guðlaugur Þór Þórðarson	3457
Gündüz Kılıç	3458
HBO	3459
HBO movie	3460
HIV	3461
Ha Jung-woo	3462
Ha-Rentgen	3463
Haitian	3464
Haitian culture	3465
Haitian folklore	3466
Haitian history	3467
Haitian mythology	3468
Hall of Famer	3469
Hall's intention	3470
Hallmark Hall of Fame	3471
Hamilton	3472
Hamptons International Film Festival	3473
Hank Williams	3474
Hannah Cushing	3475
Hannah Sewall	3476
Hans Kraus	3477
Hapoel Gilboa/Afula in Israel	3478
Hapoel Jerusalem	3479
Hardwood Classics Night	3480
Hardy Amies himself	3481
Hardy Amies range	3482
Harlequins RL	3483
Harlequins RL for two years	3484
Harley ministry	3485
Harris	3486
Harry J. Wild	3487
Harry James	3488
Harry Kennedy	3489
Harry S. Kennedy	3490
Harvard Crimson	3491
Harvard Law School	3492
Harvard University	3493
Harvard University Athletic Hall of Fame	3494
Hate Your Friends	3495
Hatshepsut	3496
Hausaland	3497
Hawaii	3498
Head of Clay timpani	3499
Head of the Department of Botany at University of Calicut	3500
Health School of the Faroe Islands	3501
Heart attack	3502
Heat of the Sun series	3503
Hebrew University of Jerusalem	3504
Hedwig of Brandenburg	3505
Hee Haw	3506
Heinrich Rickert	3507
Heinz Christian Pander	3508
Helen Elizabeth Buckmall	3509
Hellfest	3510
Hells Angels Motorcycle Club	3511
Helmuth Rilling	3512
Hendrik van Rheede	3513
Hendrik van Rheede's Hortus Malabaricus	3514
Henrietta Lange	3515
Henry Jordan	3516
Henry Mancini	3517
Henry Mancini's orchestra	3518
Henry VI	3519
Henry VI's death	3520
Henry VIII as head of the Church of England	3521
Hephaestion	3522
Hephaestion and Alexander the Great	3523
Hephaestion as Chiliarch of the Empire	3524
Hephaestion divine status	3525
Hephaestion's memory	3526
Hephaestion's scaling of walls of Tyre	3527
Hephaestion’s cremation	3528
Herb Ellis	3529
Herbie Hancock	3530
Here Lies Love	3531
Herm Gilliam	3532
Herman Santiago	3533
Hermann Göring	3534
Hermann Lotze	3535
Hermeto Pascoal	3536
Hideo Nomo	3537
High	3538
High School of Performing Arts in New York City	3539
Higher Octave/EMI	3540
Hilda Beemer Kuper	3541
Hilda Kuper	3542
Hillcrest Memorial Gardens	3543
Hiroyoshi Nishizawa	3544
Hisashi Iwakuma	3545
Historian	3546
Hogan's work independent of The Cranberries	3547
Holby City	3548
Hollywood	3549
Holman Pathway	3550
Holman Rule	3551
Holy Matter	3552
Home Secretary	3553
Homer Award	3554
Homicide	3555
Honor B.E.S. in Civil and Urban Engineering from University of Pennsylvania	3556
Honor Bachelor of Arts in Sociology from University of Pennsylvania	3557
Honor Swimmer	3558
Honoré Grimaldi	3559
Honoré III	3560
Honoré III reign	3561
Honoré III's property	3562
Honoré III's residence choice	3563
Honoré IV	3564
Honoré IV and Louise Félicité Victoire d'Aumont	3565
Honoré Mercier	3566
Honoré V	3567
Honour Roll Clasp of the Army	3568
Hoover Institution	3569
Hope Cooke	3570
Hope Cooke and Palden Thondup Namgyal	3571
Hortus Malabaricus	3572
Hossein	3573
House flipping	3574
House of Commons	3575
House of Commons of Canada	3576
House of Games	3577
House of Grimaldi	3578
House of Wettin	3579
Houston Oilers	3580
Houston Rockets	3581
Houston Rockets 1979–80 championship team	3582
How I Met Your Mother	3583
Huaorani	3584
Huaorani on the ground	3585
Huaorani people	3586
Huaorani settlement	3587
Huaorani tribe	3588
Huaorani warriors	3589
Hubert Humphrey	3590
Huddersfield Giants	3591
Hugh O'Brian	3592
Hugo Award	3593
Hugo Award for Best Professional Artist	3594
Huk's	3595
Human Rights Party	3596
Hunter	3597
Håkonshallen in Bergen	3598
Hôtel Matignon in Paris	3599
I Am My Own Wife	3600
I Want to Live!	3601
IBM	3602
IBM Corporate Counsel	3603
IBP	3604
ICBN in English edition	3605
IDF	3606
IEEE Computer Society Technical Achievement Award	3607
IJNAF	3608
IJNAF scoring system	3609
IP Law Counsel in IBM's Software Group	3610
ITV	3611
ITV companies	3612
ITV current affairs flagship	3613
ITV seven-part drama	3614
ITV shows	3615
Ian Meckiff	3616
Ibadan School of History	3617
Iceland's parliament	3618
Icelandic	3619
Icelandic politician	3620
Idaho	3621
Idaho basketball program	3622
Idaho basketball program under Kermit "Froggy" Davis	3623
If Looks Could Kill	3624
Ifargan Foundation	3625
Ifargan Group	3626
Igbo history	3627
Il Bell'Antonio	3628
Il bell'Antonio	3629
Il diavolo al Pontelungo	3630
Illinois	3631
Illinois House of Representatives	3632
Illnesses resulting from imprisonment	3633
Immigration and Nationality Act of 1965	3634
Imperial Navy	3635
In Search of a Cause	3636
In the 1930s	3637
Independence Day	3638
Independence Party	3639
Independent British film	3640
India	3641
India's Pokhran-II nuclear tests	3642
India's civilian space program	3643
India's civilian space programme	3644
India's highest civilian honour	3645
India-rubber ring making	3646
Indian	3647
Indian Academy of Sciences	3648
Indian Administrative Service	3649
Indian Association for Angiosperm Taxonomy	3650
Indian Banks' Association	3651
Indian Institute of Management Shillong	3652
Indian Muslim	3653
Indian Mutiny	3654
Indian National Congress	3655
Indian National Science Academy	3656
Indian Police Service officer	3657
Indian Prime Minister Nandu Banerjee	3658
Indian Railways hockey team	3659
Indian Space Research Organisation	3660
Indian civil servant	3661
Indian delegation to the United Nations	3662
Indian delegation to the United Nations in 1948	3663
Indian delegation to the United Nations in 1950	3664
Indian delegation to the United Nations in 1951	3665
Indian delegation to the United Nations in 1952	3666
Indian delegation to the United Nations in 1953	3667
Indian delegation to the United Nations in 1954	3668
Indian delegation to the United Nations in 1955	3669
Indian delegation to the United Nations in 1956	3670
Indian delegation to the United Nations in 1957	3671
Indian field hockey player	3672
Indian heritage	3673
Indian heritage could be neither proven nor disproven	3674
Indian independence movement	3675
Indian pharmacologist	3676
Indian physiologist	3677
Indian politician	3678
Indian team that won Asian Games gold	3679
Indian team that won Olympic bronze	3680
Indiana Pacers	3681
Indiana Pacers in 2019	3682
Indianapolis Colts	3683
Indianapolis Colts in 1994	3684
Infantry Driving & Maintenance School	3685
Infinity on High	3686
Influence of Dexter Gordon and Chet Baker	3687
Influential fashion critics	3688
Initial contact between missionaries and Huaorani	3689
Inland Empire	3690
Inquiry	3691
Inside Out	3692
Insight Bowl	3693
Inspector Morse	3694
Institute for Transportation and Development Policy	3695
Institute of Alternative Education	3696
Institute of Chartered Accountants of India	3697
Institute of Cost and Works Accountants of India	3698
Insurgent Mexico	3699
Intellectual Property Law Attorney in IBM's Storage Division and Litigation Group	3700
Intellectual Property Owners Association	3701
Interchangeable game cartridges	3702
Interest in defence	3703
Interim Batasang Pambansa	3704
International Basketball League	3705
International Formula 3000 Championship	3706
International GT Open	3707
International Go Federation	3708
International Intellectual Property Society	3709
International Netball Federation Hall of Fame	3710
International Swimming Hall of Fame	3711
Internationale Bachakademie Stuttgart	3712
Introducing the Beau Brummels	3713
Introducing the Beau Brummels album	3714
Investigation	3715
Iowa Independent Film Festival	3716
Iranian-born British-based	3717
Iranian-born businessman	3718
Iranian/American	3719
Irawo	3720
Ireland	3721
Irena Krzyżanowska	3722
Irena Sendler	3723
Irena Sendlerowa in Poland	3724
Irena Sendler’s activities	3725
Irish	3726
Irish musician	3727
Irish rebel music from flights	3728
Irish-born	3729
Irma	3730
Iron & Wine	3731
Islam	3732
Islamic education	3733
Isle of Man TT in 1938	3734
Isle of Man TT in 1939	3735
Isle of Man TT races	3736
Isle of Wight	3737
Israel	3738
Israel Cancer Association	3739
Israel Defense Forces	3740
Israel National Institute for Health Policy Research	3741
Israel-America Chamber of Commerce	3742
Israel-China Chamber of Commerce	3743
Israel-India Chamber of Commerce	3744
Israeli	3745
Israeli Arab town of Shfaram	3746
Israeli Arabs	3747
Israeli Arabs from violence	3748
Israeli Kabbalist rabbi	3749
Israeli business group	3750
Israeli business world in early 1970s	3751
Israeli businessman	3752
Israeli government	3753
Istanbul	3754
Italian	3755
Italian F3000 Championship	3756
Italian F3000 Championship renamed	3757
Italian Formula Three Championship	3758
Italian GT Championship	3759
Italian debt crisis	3760
Italian family	3761
Italian fashion designer	3762
Italian media	3763
Italy	3764
Ithamara Koorax	3765
Ithamara Koorax de Castro Lobo	3766
Ivan Karabyts	3767
Iverson Movie Ranch	3768
Ivor Novello Awards	3769
Iwakuma	3770
Iwamoto	3771
Iwamoto was "virtually" the top ace of the IJNAF	3772
Iwamoto's air group deployment to Rabaul	3773
Iwamoto's diary	3774
Izawa	3775
J&J Crombie Limited	3776
J. Field Trophy	3777
J. Field Trophy in 1977	3778
J. J. Liston Trophy	3779
J. J. Liston Trophy in 1975	3780
J. R. R. Tolkien's works	3781
J.A.A. Grabau	3782
J.C. Dahl	3783
J.H. Chamberlain	3784
JVC	3785
Jack Endino	3786
Jack Hylton	3787
Jack Straw	3788
Jackie Gleason in "Nothing in Common"	3789
Jacksonian to the Twenty-First Congress	3790
Jacksonian to the Twenty-Second Congress	3791
Jacksonian to the Twenty-Third Congress	3792
Jacksonville Jaguars	3793
Jacques Ehrlich	3794
Jacques I	3795
Jacques Maritain	3796
Jake	3797
Jalandhar district	3798
Jalisco	3799
Jamaican	3800
James Barker	3801
James Blair	3802
James Blair knocked down and very severely beaten Duff Green	3803
James Blair tombstone inscription	3804
James Brown	3805
James Clarke	3806
James Clarke VC	3807
James Clarke VC's Victoria Cross	3808
James Cowlishaw	3809
James Hunter	3810
James Perry	3811
James Perry's name	3812
James Vallance-White	3813
Jamie Morrison	3814
January 1943	3815
January 2007	3816
January 2013	3817
Japan	3818
Japan Academy Prize for Best Supporting Actress	3819
Japanese	3820
Japanese Go Association	3821
Japanese actress	3822
Japanese national team	3823
Japanese professional Go player	3824
Japanese television series "Journey to the West"	3825
Jared Leto	3826
Jason	3827
Javier Weyler	3828
Jay Berliner	3829
Jay Monahan	3830
Jay Saunders	3831
Jay-Z's "Vol. 3... Life and Times of S. Carter"	3832
Jazz Is Dead	3833
Jazz Sinfonica	3834
Jean Cocteau	3835
Jean Hugo	3836
Jean Hugo's artistic career	3837
Jean-Claude "Tiga" Garoute	3838
Jean-Maurice Simard	3839
Jean-Pierre Ouellet	3840
Jeanine Marie Riley	3841
Jeanine Riley	3842
Jearl Walker	3843
Jearl Walker's physics demonstrations	3844
Jeff Reed	3845
Jelly Jam	3846
Jerez	3847
Jerez World Superbike Championship	3848
Jerry Leger	3849
Jerry Leger music	3850
Jerry Leger songwriting influences	3851
Jerry Leger's music	3852
Jerry Swanson	3853
Jerry Tarkanian	3854
Jerusalem	3855
Jerusalem over Antioch	3856
Jesse Winchester	3857
Jet Propulsion Laboratory	3858
Jewish	3859
Jewish children from the Holocaust	3860
Jewish youths who were fans of baseball	3861
Jews flee Nazi-occupied Europe	3862
Jian Ghomeshi	3863
Jihad	3864
Jihad led by Adamu	3865
Jill Barber	3866
Jim Barnes in 1916	3867
Jim Davis	3868
Jim Elliot	3869
Jim Hall	3870
Jim Harbaugh	3871
Jim Johnson	3872
Jim Lauderdale	3873
Jim Turner	3874
Jimi Hendrix	3875
Jimmy Carter administration	3876
Jimmy Delaney	3877
Jimmy Heath	3878
Jimmy McGrory	3879
Jimmy McGrory's attempts	3880
Jimmy Merchant	3881
Jimmy Raney	3882
Jimmy V Award	3883
Jimmy V Award for Perseverance	3884
Joe Brown	3885
Joe Diorio	3886
Joe Henderson	3887
Joe Holland	3888
Joe Hunt	3889
Joe Negroni	3890
Joe Pass	3891
Joe Tangari	3892
Joe Torre	3893
Joe Trohman	3894
Joe Walsh	3895
Johan Christian Claussen Dahl	3896
Johan Christian Dahl	3897
Johan Christian Dahl's early works	3898
Johan Christian Dahl's work	3899
Johann	3900
Johann Andreas Burggraf	3901
Johann Andreas Grabau	3902
Johann Friedrich Herbart	3903
Johannes Andreas August Grabau	3904
Johannes Andreas August Grabau and Christine Sophia Burgraf	3905
