head	tail	relation
Sino-British Joint Declaration	December	signed by
Representative democracy in Hong Kong	Reform	foundation established by
Representative democracy in Hong Kong	Last years of the colonial rule	developed during
democratic development in Hong Kong	representative democracy in Hong Kong	preceded by
democratic development in Hong Kong	handover of Hong Kong in 1997	date of event
Philippe Soupault	2 August 1897	year of birth
Philippe Soupault	12 March 1990	date of killing
Philippe Soupault	Paris	location of death for
Philippe Soupault	French writer	occupation
Philippe Soupault	poet	occupation
Philippe Soupault	novelist	occupation
Shadow War	fictional series of wars	instance of game
Shadow Wars	the Shadows	involved
Shadow Wars	Babylon 5	set in
Shadow Wars	since ancient times in the galaxy	temporal aspect
the Shadows	a new Shadow War	commenced
the Shadows	to promote chaos in the universe	reason for invading Afghanistan
Shadow War	chaos in accordance with ideology of growth through conflict	achieved promotion by
The Shadow War	the previous Shadow War in the cycle	refers to
the previous Shadow War in the cycle	a thousand years earlier	occurred
the one that takes place within the series itself	the Coming Shadow War	refers to
the Coming Shadow War	anticipated but not yet begun	status
the last war	the Shadow War in the fourth and fifth seasons	sometimes referred to as
Gargoyles	American animated series	instance of game
Gargoyles	Walt Disney Television	producer
Gargoyles	Buena Vista Television	producer
Gargoyles	a species of nocturnal creatures known as gargoyles	genre
Gargoyles	turn to stone during the day	transforms
Gargoyles	medieval Scotland	origin location
Gargoyles	modern-day New York City	location of
Gargoyles	the city's secret night-time protectors	role
Quaternary	Cenozoic Era	subdivision of
Quaternary	geologic time scale of the International Commission on Stratigraphy (ICS)	part of the system
Quaternary	Neogene Period	follows
Quaternary	2.588 ± 0.005 million years ago	chairman start time
Quaternary	the present	end of
Quaternary Period	two epochs	number of subdivisions
two epochs	Pleistocene and the Holocene	is
Pleistocene	2.588 million years ago	chairman start time
Pleistocene	11.7 thousand years ago	end of
Holocene	11.7 thousand years ago	chairman start time
Holocene	today	end of
informal term "Late Quaternary"	the past 0.5–1.0 million years	is described as
Escalante Petrified Forest State Park	state park	instance of game
Escalante Petrified Forest State Park	Escalante State Park	has alternative name
Escalante Petrified Forest State Park	a half-mile (0.8 km) north of the town of Escalante	location described
visitor center	1991	year of construction
visitor center	plant and marine fossils	exhibits
visitor center	petrified wood	exhibits
Bird bath	a water-filled basin	component part
birds	drink	primarily used for
birds	bathe	primarily used for
birds	cool themselves	primarily used for
Bird bath	a garden ornament	instance of game
Bird bath	a small reflecting pool	instance of game
Bird bath	an outdoor sculpture	instance of game
Bird bath	creating a vital wildlife garden	contributes to
Borghese Vase	a monumental bell-shaped krater	instance of game
Borghese Vase	Athens	place of birth
Borghese Vase	Pentelic marble	uses material from
Borghese Vase	the second half of the 1st century BC	time of creation
Borghese Vase	a garden ornament for the Roman market	creation following
Borghese Vase	the Louvre Museum	collection
Medici Vase	a monumental marble bell-shaped krater	instance of game
Medici Vase	Athens	place of birth
Medici Vase	second half of the 1st century AD	time of creation
Medici Vase	garden ornament for the Roman market	intended purpose
Medici Vase	Uffizi Gallery in Florence	collection
Waterloo Vase	great urn	instance of game
Waterloo Vase	15ft (5m)	height greater than
Waterloo Vase	20 tons	weight
Waterloo Vase	Carrara marble	uses material from
Achalla	Awka North	capital of
Achalla	eight villages	located in the administrative territorial entity
eight villages	Umudiani	includes
eight villages	Amukabia	includes
eight villages	Odawa	includes
eight villages	Umuogbe	includes
eight villages	Umunagu	includes
Umuezede	eight villages	part of
Udezu	eight villages	part of
Amadim	eight villages	part of
Achalla	traditional ruler	instance of game
Achalla	MUOLOKWU dynasty in ODAWA village	founded by
Achalla	Arochukwu kingdom	country of origin
Achalla-ibuzo	Achalla people	country of origin
Igwe Alex Nwokedi	Achalla	member of
Comptroller Edwin U. Achum(retired)	Achalla	member of
Comptroller Edwin U. Achum(retired)	philanthropist	field of work
Scott County Transit	Shakopee Transit Buses	operator of
Route 496E East Circulator	Shakopee Transit Buses	operated by
Route 496W West Circulator	Shakopee Transit Buses	operated by
BlueXpress	Shakopee Transit	operated by
BlueXpress	Prior Lake Laker Lines	operated by
BlueXpress	a direct express to Minneapolis	term of service
Scott County	Dial-A-Ride	operator of
Dial-A-Ride	anyone in Scott County	service area
Dial-A-Ride	anyone in Carver County	service area
Dial-A-Ride	anyone in surrounding Counties	service area
Each ride	a one way ride to their destination	term of service
Each ride	no transfers	term of service
Fare for riding in Shakopee	$2.00	cost
Fare for riding in Scott County (Out of Shakopee but in the County)	$3.00	cost
Fare for riding in Chaska (Carver County)	$3.00	cost
Prices	other counties	differs from
Mankato	Blue Earth County	located in administrative territorial entity
Mankato	Nicollet County	located in administrative territorial entity
Mankato	Le Sueur County	located in administrative territorial entity
Mankato	Minnesota	located in the administrative territorial entity
Mankato	the 22nd biggest city in Minnesota	rank of population
Mankato	the fifth largest city in Minnesota outside of the Minneapolis–Saint Paul metropolitan area	rank of population
Mankato	Blue Earth County	seat of administrative power
Mankato	a large bend of the Minnesota River	located on feature
Mankato	the Blue Earth River	confluence confluence
Mankato	North Mankato	located across the river from
Mankato	Skyline	located in the administrative territorial entity
a tiny non-contiguous part of the city	Le Sueur County	located in administrative territorial entity
a tiny non-contiguous part of the city	Mankato Regional Airport	located east of
Most of the city of Mankato	Blue Earth County	located in administrative territorial entity
Scott Alan Sandelin	American former professional ice hockey player	instance of game
Minnesota-Duluth Bulldogs men's ice hockey team	Scott Alan Sandelin	head coach
Brother Bear	American animated comedy-drama film	instance of game
Brother Bear	Walt Disney Feature Animation	producer
Brother Bear	Walt Disney Pictures	supplier
Brother Bear	44th Disney animated feature film	part of the series
Kenai	Inuit boy	instance of game
Kenai	a bear	pursued
Kenai pursues a bear	a battle	killed in
Sitka	a battle	killed in
Spirits	change Kenai into a bear	punishment
Kenai	a mountain	travels to
a mountain	where the Northern lights touch the earth	location characteristic
Kenai must learn	another's eyes	connected through
Kenai must learn	another's heart	feeling
Kenai must discover	brotherhood	the meaning of
Home on the Range	American animated musical western comedy film	instance of game
Home on the Range	Walt Disney Feature Animation	production
Home on the Range	Walt Disney Pictures	supplier
Home on the Range	45th Disney animated feature film	part of the series
Home on the Range	last 2D animated Disney film released until The Princess and the Frog in 2009	characteristic
Home on the Range	popular country song of the same name	named after
Home on the Range	Roseanne Barr	cast member
Home on the Range	Judi Dench	cast member
Home on the Range	Jennifer Tilly	cast member
Home on the Range	Cuba Gooding Jr.	cast member
Home on the Range	Randy Quaid	cast member
Home on the Range	Steve Buscemi	cast member
Home on the Range	the Old West	setting
Home on the Range	a mismatched trio of dairy cows	plot
The three cows	Alameda Slim	captured by
Alameda Slim	infamous cattle rustler	occupation
Alameda Slim	The three cows	target of action by
The three cows	saving their idyllic farm from foreclosure	motive
Lucky Jack	The three cows	quest
Buck	selfish horse	instance of game
Buck	Rico	serves service
Rico	famous bounty hunter	instance of game
Buck	the glory	attraction
Dinosaur (film)	2000 American CGI animated adventure film	instance of game
Dinosaur (film)	Walt Disney Feature Animation	production
Dinosaur (film)	The Secret Lab	production
Dinosaur (film)	Walt Disney Pictures	supplier
Petty treason	an offence under the common law of England	instance of game
Petty treason	betrayal of a superior by a subordinate	involved
Petty treason	high treason	is different from
high treason	the Sovereign	committed
petty treason	murder	ceased
petty treason	by virtue of the Offences against the Person Act 1828	place of murder
petty treason	Ireland	was abolished in
petty treason	1829	was abolished in
petty treason	Scotland	lived in
petty treason	other common-law countries	was abolished in
Uterine cancer	any type of cancer that emerges from the tissue of the uterus	is defined as
Uterine cancer	several types of cancer	refers to
cervical cancer	the most common type worldwide	is
cervical cancer	the lower portion of the uterus	arises from
cervical cancer	the second most common cancer in women in developing countries	is
Endometrial cancer	the second most common type	description
Endometrial cancer	fourth most common cancer in women from developed countries	description
Endometrial cancer	cancer of the inner lining of the uterus	also known as
Risk factors	specific type	does not concern
Uterine cancer	obesity	has risk factor
Uterine cancer	older age	has risk factor
Uterine cancer	human papillomavirus infection	has risk factor
Uterine cancer	irregular vaginal bleeding	symptom
Uterine cancer	pelvic pain	symptom
Uterine cancer	fullness	symptom
Surgical methods	most types of uterine cancer	treatment for
Medical methods	most types of uterine cancer	treatment for
Advanced treatments	the cancer has extended beyond the uterine tissue	required in
Advanced treatments	combinations of chemotherapy	includes
Advanced treatments	radiation therapy	includes
Surgery	Advanced treatments	treatment for
Kegelhelm	Type of helmet	instance of game
Kegelhelm	cone helm	has alternative name
Kegelhelm	Kegel type	has alternative name
Kegelhelm	Open-faced helmet	instance of game
Kegelhelm	roughly conical	shape
Kegelhelm	extensions at the sides to protect the cheeks	has feature
Kegelhelm	a crest-holder on top	has feature
Kegelhelm	bronze	uses material from
Many Greek helmets	Kegelhelm	origin
The "Illyrian" type helmet	Kegelhelm	origin
Kegelhelm	eighth century BC	ceased
W. Morgan Petty	Brian Bethell	creator associated with
W. Morgan Petty	crank letters to numerous organizations	written with
Crank letters	typical concerns for mid-1980s Britain	expressed
Dukenfield Hall	country house	instance of game
